@relation 'C__Users_Luan e Daiana_Dropbox_Coisas do TCC não-compartilhadas_workspace-tcc2_Dados_Treinamento'

@attribute text string
@attribute @@class@@ {01-LAD,02-ACP,03-PNC,04-NEU}

@data
'Gualberto acusa Bezerra de fazer denúncias vazias na AL\n    09/08/2011 16:49\n    Gilson Sousa/assessoria parlamentar\n    \nMaria Odília/Alese\n\n\n\n\n    A tentativa do deputado Augusto Bezerra (DEM) em estabelecer uma polêmica sobre a prestação de contas das Fundações de Saúde do Estado junto ao Tribunal de Contas foi refutada com indignação pelo líder da bancada governista na Assembleia Legislativa, deputado Francisco Gualberto (PT). Para ele, o que o opositor fala sobre a saúde pública em Sergipe não passa de ‘firulas’.\n\n\n“Ele leva para a tribuna um bocado de papel, como cópias de contratos e outros documentos, e diz que tem uma denúncia grave. Não tem nada. São denúncias vazias. Está fazendo política. Principalmente por perceber que está chegando a eleição para a prefeitura de Aracaju”, rebateu Gualberto na sessão desta terça-feira (9), após ouvir Bezerra dizer que o TCE constatou irregularidades na prestação de contas das Fundações de Saúde.\n\n\n“Outro dia ouvi num programa de rádio o conselheiro Reinaldo Moura dizer que as Fundações prestam contas, sim. Talvez não prestem contas da maneira que Augusto Bezerra quer que prestem. Portanto, precisamos agora criar um instituto ‘Augustiniano’ para que nosso governo possa prestar contas”, ironizou Gualberto. “O conselheiro chegou a dizer no rádio: ‘eu falo como técnico, Augusto fala como político’. Portanto, está claro que as denúncias dele são absurdas”.\n\n\nFrancisco Gualberto disse ainda que as críticas do opositor em relação à saúde pública têm o objetivo de atingir o nome de Rogério Carvalho, ex-secretário da Saúde e atual deputado federal pelo PT. “Rogério é um dos nomes do PT que poderá disputar a prefeitura de Aracaju. E a motivação da crítica é somente essa: o foco eleitoral”, sustenta o deputado Gualberto.\n\n\nO líder governista garantiu ainda que todos os processos licitatórios feitos pelas Fundações estão publicados nas edições do Diário Oficial e não existe segredo algum quanto às prestações de conta. “Além disso, a lei das licitações estabelece muito bem o que pode e o que não pode ser comprado através de processo licitatório. Portanto, com todo respeito a posição de Augusto Bezerra, mas não devemos prestar atenção no que ele diz”.',02-ACP
'Gualberto acusa Venâncio de fomentar intrigas dentro do governo\n    01/11/2011 12:43\n    Gilson Sousa, da Assessoria Parlamentar\n    \nFoto: Maria Odília, da Agência Alese\n\n\n\n\n    Fomentação de intrigas. É isso, segundo o deputado estadual Francisco Gualberto (PT), o que pretende fazer o oposicionista Venâncio Fonseca (PP), ao insistir na história de que há desavenças entre membros do governo e o senador Eduardo Amorim (PSC), no que diz respeito às emendas de bancada destinadas à construção do Hospital do Câncer. “Nosso governo reconhece a dedicação do senador na causa, e certamente não há nenhum tipo de desacordo em relação ao projeto que foi apresentado ainda em 2007”, explicou Gualberto, líder da bancada de situação na Assembleia Legislativa. Após ouvir mais uma vez o discurso do opositor na sessão desta terça-feira (1º), Gualberto disse estar em dúvida sobre a real intenção do aliado de João Alves Filho. “Venâncio foi preterido por um grupo político na sua intenção de ser candidato a vice-prefeito, e agora está tentando mostrar seu valor para agradar outro grupo, o de Amorim”, disse. “Ou apenas quer criar intrigas dentro do grupo do governo. Quer jogar pimenta no salão. Mas o tempo dirá qual é a verdadeira intenção dele. Com certeza não é a de ajudar o nosso governo”. No caso da liberação de recursos das emendas ao Orçamento federal, o deputado petista explicou que quem controla essa liberação é justamente o governo federal. Segundo ele, cabe aos parlamentares a indicação e o empenho na tentativa da liberação. “Só que muitas vezes é mais difícil liberar do que indicar”, disse. “Portanto, o importante é o casamento do projeto do governo com a boa vontade do senador Amorim em destinar sua emenda para o Hospital do Câncer. Nada mais interessa. E quem sai ganhando com isso é o povo de Sergipe”. Francisco Gualberto, apesar da insistência de Venâncio, não acredita que tentativas como essa podem causar algum tipo de racha na base aliada do governo estadual. “Acreditamos que vamos continuar todos juntos defendendo os interesses de Sergipe. Mas lógico que não somos crianças. Num governo de coalizão, como é o nosso, o governador Marcelo Déda não tem como determinar aos demais aliados o que eles devem fazer”, frisou. Na semana passada Gualberto havia anunciado na tribuna da AL que o governador Marcelo Déda, após reunião com o ministro da Saúde, Alexandre Padilha, tinha garantido a liberação de R$ 20 milhões para a construção do Hospital do Câncer. A iniciativa da emenda correspondente ao valor foi do atual senador Eduardo Amorim, aliado político do governador.',02-ACP
'Gualberto condena festival de mentiras de Augusto Bezerra na AL\n    31/08/2011 15:00\n    Gilson Sousa/assessoria parlamentar\n    \nMaria Odília/alese\n\n\n\n\n    Para responder as supostas denúncias de mau uso do dinheiro público na Secretaria de Estado da Saúde, através das fundações, o líder do governo na Assembleia Legislativa, deputado Francisco Gualberto (PT), disse que os adversários continuam usando a inverdade como matéria prima dos seus discursos. Nas últimas sessões na Casa, o deputado Augusto Bezerra (DEM) tem levado uma pilha de papéis à tribuna dizendo que se trata de graves denúncias na área da saúde.\n“Não é denúncia. Contratos sem licitação podem ser feitos de acordo com as previsões da legislação. Até que provem o contrário, não há irregularidade alguma nos contratos citados pelo deputado”, minimizou Gualberto. “Quero dizer que faltar com a verdade ao utilizar a tribuna é quebra de decoro parlamentar. Portanto, não tenho a obrigação de ouvir calado esse festival de inverdades”, completou.\nPara Francisco Gualberto, o opositor Bezerra “não se importa de dizer que algo aconteceu, sendo que nada aconteceu. Não se importa com a inverdade”. Para justificar, o líder governista lembrou que durante anos o opositor propagava que o governador Marcelo Déda havia destruído um suposto Hospital Infantil construído por João Alves nas instalações do HUSE. “Hoje ele próprio se traiu. Em ato falho, confessou que no local só existiam as paredes. Não tinha móveis nem equipamento algum. Antes afirmava que João tinha deixado tudo pronto”.\nE para esclarecer melhor os fatos, Gualberto anunciou que no próximo dia 22 o secretário de Estado da Saúde, Antônio Carlos Guimarães, estará participando de um debate na Assembleia com os parlamentares. “Certamente ele irá tratar de todas essas questões com tranqüilidade”, disse. “Portanto, não tem nada de pessoal nem de agressivo nesse combate que faço. Apenas estamos contestando a postura de um parlamentar. É um denunciador do nada, que deseja apenas combater o nosso governo”, admite o petista.\nJá o deputado Gilson Andrade, que preside a Comissão de Saúde na Assembleia, utilizou aparte no pronunciamento de Gualberto para informar que Bezerra pretende apenas fazer politicagem com o assunto. Segundo ele, mesmo sendo integrante da comissão, o democrata jamais acompanhou os colegas nas visitas técnicas que têm sido feitas nas unidades de saúde do Estado. “Portanto, ele sequer conhece a realidade dos hospitais”, afirmou o líder.',02-ACP
'Jeferson condena \'destempero verbal\' do prefeito Sukita\n    25/10/2011 12:57\n    Dilson Ramos, da Agência Alese\n    \n\n\n\n\n\n\n\n\n\n\n    O deputado estadual Jeferson Andrade usou a tribuna nesta terça-feira para afirmar que ficou surpreso com as declarações do prefeito do município de Capela, Manoel Messias, o Sukita, envolvendo o conselheiro do Tribunal de Contas do Estado (TCE) e ex-presidente da Assembleia Legislativa, Ulices Andrade, que é pai do parlamentar. \nJeferson lamentou o \'destempero verbal\' do prefeito e disse que ele relatou fatos que jamais ocorreram envolvendo o conselheiro do TCE e o vereador Nininho. “Foram inventados. É mentira sem pé e nem cabeça. Quem conhece Ulices e Sukita sabe de onde vem a verdade. Ele pensa que todos têm que se submeter a vontade dele. Sukita manda no município, não ouve os vereadores, governa com mão de ferro”, comentou.\nO deputado disse ainda que Sukita ligou várias vezes, nos últimos 40 dias, para o gabinete do conselheiro Ulices Andrade, para tentar aprovar contas do município de Capela (de 2007), com irregularidades no uso de recursos da Educação. “(o prefeito) Não aplicou o percentual mínimo exigido pela Constituição. Ele ligava direto para tentar aprovar as contas e agora justifica seus erros por causa dessas contas. E fica afirmando que o tribunal está contra ele”.\nSegundo o deputado, o conselheiro Ulices Andrade nunca teve problemas pessoais com o prefeito. “Ele se acha imaculado, tem um ego maior que Sergipe. Foi Sukita que contratou uma filarmônica para construir casas em Capela, que trouxe o padre Antônio Maria para fazer o seu casamento e quero acreditar que o padre não foi pago com recursos da prefeitura. Sukita, todo mundo sabe, desde 2004 tem problemas na Justiça. Ulices vai à Justiça, vai processá-lo”, anunciou. O deputado disse que se o prefeito continuar com os ataques, o caso será levado à Justiça.',02-ACP
'Líder da oposição destaca denúncia de ‘cartas marcadas’ em licitação\n    24/10/2011 16:31\n    Da Agência Alese\n    \nFoto: Janaína Santos, da Agência Alese\n\n\n\n\n    O líder da oposição na Assembleia Legislativa, deputado estadual Venâncio Fonseca, destacou hoje na Tribuna denúncia feita pelo Jornal da Cidade, no caderno de Thais Bezerra, que aponta duas agências de publicidade que supostamente sairão vencedoras em licitação na Secom do Estado. A nota ‘Já ganhou’ foi lida pelo parlamentar, que estranhou a informação.\nNa nota o jornal afirma que o “governo do Estado já anunciou com a aproximação do término do prazo legal da vigência do atual contrato das agências de publicidade que prestam serviço ao Estado, a Secretaria de Estado da Comunicação Social (Secom) uma nova licitação para escolher até quatro agências que irão administrar as contas de publicidade e propaganda da administração estadual nos próximos quatro anos”.\nAinda na nota o jornal revela que “No meio publicitário é dado como certo que as agências Link e Quê vão conseguir o maior quinhão. Ambas são especialistas em ganhar administrações no governo do PT por todo o Brasil. Aliás, ambas chegaram a Sergipe ganharem, em licitação, a administração de verbas do Estado. É esperar para ver”.\nVenâncio disse que a nota publicada no caderno de Thais Bezerra é grave. E lamentou também o fato do governo propor contrato de longa duração. “Contrato até no governo dos outros? De cinco anos? E com carta marcada? Conforme o jornal, a licitação é de cartas marcadas, isso é rotineiro no governo o Partido dos Trabalhadores. Nunca vi isso, fazer licitação para o governo dos outros”, comentou.',02-ACP
'Líder da oposição lamenta postura de Sukita contra o TCE\n    26/10/2011 11:50\n    Dilson Ramos, da Agência Alese\n    \nFoto: Agência Alese\n\n\n\n\n    As declarações do prefeito de Capela, Manoel Messias, o Sukita, acusando o conselheiro do Tribunal de Contas do Estado (TCE), o ex-deputado estadual Ulices Andrade, de julgar as contas do município com interesses políticos e pessoais, foram duramente criticadas pelo líder da oposição naAssembleia Legislativa, deputado Venâncio Fonseca. Para ele, Sukita tentou esconder irregularidades.\n“Sou solidário ao colega Jeferson Andrade em relação às críticas feitas pelo prefeito de Capela, Sukita, ao conselheiro Ulices Andrade e ao tribunal como um todo. As contas foram rejeitadas por unanimidade e o prefeito atingiu aquela instituição como um todo”, observou o parlamentar, que condenou a postura do administrador. \nVenâncio disse que se o prefeito tivesse aplicado 25\% da receita na área de Educação, como exige a legislação federal, não teria as contas rejeitadas. “Mas ele não usou o que determina a lei, o mínimo para a área da educação. E agora que deixar transparecer que seu julgamento foi pessoal e político e quer desqualificar aquela instituição e os seus conselheiros”, alertou o deputado.\nO líder da oposição lembrou a Sukita que a lei determina que todo administrador público deve usar os 25\% na Educação e lamentou as críticas ao ex-deputado. “Ulices Andrade exerceu cincomandatos nesta Casa com dignidade. Essa Casa o escolheu como conselheiro e ele representa bem como ex-membro desse parlamento”.',02-ACP
'Líder da oposição protesta contra decisão da PM envolvendo sargento Vieira\n    15/09/2011 12:08\n    Dilson Ramos, da Agência Alese\n    \nFoto: Maria Odília, da Agência Alese\n\n\n\n\n    O líder da oposição na Assembleia Legislativa, deputado estadual Venâncio Fonseca, protestou na sessão desta quinta-feira contra a postura adotada pelo comando da Polícia Militar no caso do sargento Vieira, e do governo do Estado contra a enfermeira Flávia Brasileiro, do Sindicato dos Enfermeiros de Sergipe. Para ele, foram duas medidas autoritárias.\n“Quero prestar solidariedade ao sargento Vieira. Nunca vi coisa mais absurda. Ele está internado no Hospital Primavera e a Polícia Militar manda fazer uma inspeção para saber se ele está internado, se está mesmo doente”, lamentou o líder da oposição, que achou a medida autoritária. “Isso não aconteceu nem na Ditadura Militar”, comentou. Venâncio acha que a decisão foi adotada com o intuito de desgastar a liderança do capitão e deputado estadual Samuel Barreto.\n“A doutora Flávia Brasileiro é presidente do Sindicato dos Enfermeiros e a lei é que dá direito (á licença). Anunciaram que ela vai perder a liberação paro o sindicato. E o Ipesaúde disse que vai cortar o salário dela, já estão dando faltas”, comentou Venâncio, que pretende pedir informações aos demais sindicatos para saber se o governo adota a mesma postura.\nSegundo o parlamentar, a decisão é perseguição política. “Quem diria que fosse acontecer no governo do Partido dos Trabalhadores? Estão perseguindo os companheiros. Flávia Brasileiro recebeu a comunicação da suspensão da liberação. Ela tem direito como todos os sindicalistas que estão à disposição, é um absurdo”, disse Venâncio. Segundo ele, a lei é para todos e os demais também têm direito. O líder da oposição disse que sua bancada vai se empenhar em defesa também do sargento Vieira, que teria ferido seus direitos. “Faltaram com respeito até com a instituição hospitalar”.',02-ACP
'Líder da oposição protesta contra falta de resposta da PM\n    14/09/2011 11:01\n    Dilson Ramos, da Agência Alese\n    \nFoto: Agência Alese\n\n\n\n\n    Oíder da bancada de oposição na Assembleia Legislativa, deputado estadual Venâncio Fonseca, comunicou presidente da Casa, deputada estadual Angélica Guimarães, que não participa mais de votações no Plenário e nem das reuniões de comissões temáticas, até que um requerimento de sua autoria seja atendido.\nO requerimento ao qual se reporta o parlamentar, é de sua autoria e foi aprovado em utubro do ano passado, pedindo informações sobre a cessão de militares para ficar à disposição de autoridades. decisão de não participar das reuniões é uma forma de repudiar a falta de resposta da Polícia Militar.\n“O requerimento, presidente (Angélica), completa um ano em outubro e o comando da Polícia Militar não dá uma resposta. Por que esse receio? Será que tem policiais a serviço de madames, servindo como motorista de secretário?. A Assembleia precisa impor respeito\", protestou. \nPara ele, \"essa Casa se diminui a cada dia. Só vou participar das sessões e usar a Tribuna constantemente para cobrar. Não é uma decisão da bancada, é minha, pessoal. A assessoria jurídica da Casa deve entrar com uma ação contra a desobediência. Ai ele (o comandante da PM) vai responder”, observou Venâncio.\n\n\nAngélica Guimarães anunciou ao líder da oposição que a deputada estadual Conceição Vieira, primeira-secretária da Mesa Diretora, responsável pela expedição de ofícios (requerimentos) já havia entrado em contato com a Polícia Militar e marcou uma reunião com o comando para que pudesse passar as informações pedidas. Venâncio disse que a notícia \'era velha\' e que era necessário representar criminalmente o comando da Polícia Militar.',02-ACP
'Líder da oposição questiona mudanças na Saúde de Aracaju\n    18/08/2011 11:06\n    Dilson Ramos, da Agência Alese\n    \nFoto: Agência Alese \n\n\n\n\n    O deputado estadual Venâncio Fonseca usou a tribuna da Assembleia Legislativa na manhã desta quinta-feira, 18, para criticar o que considera uma \'maldade\' do prefeito Edvaldo Nogueira praticada na área de Saúde do município. Segundo ele, o próximo prefeito encontrará um setor completamente esvaziado.\n“É uma maldade o que querem fazer com o próximo prefeito. Estão transferindo o Samu e os centros de Referência e de Imagens para o Estado. Vão transferir tudo para o governo para que o próximo prefeito de Aracaju fique totalmente dependente do Estado na área de Saúde”, lamentou.\nVenâncio Fonseca disse que o próximo prefeito da capital terá durante a campanha, certamente, um discurso voltado para a área de Saúde que segundo ele está um, caos. “Mas não poderá fazer nada, será totalmente dependente. Trago essa denúncia porque essa é uma maldade com o próximo prefeito”, assegurou.',02-ACP
'Líder reclama da inconsistência das denúncias da oposição\n    26/08/2011 15:17\n    Gilson Sousa/assessoria parlamentar\n    \nMaria odília/Alese\n\n\n\n\n    O deputado estadual Francisco Gualberto (PT), líder do governo na Assembleia Legislativa, pediu mais uma vez cautela à oposição na hora de propagar ‘denúncias’ inconsistentes. Segundo ele, essa vem sendo uma prática comum dos opositores no parlamento, só que a verdade dos fatos sempre vem à tona, desmoralizando os denunciantes.\nO caso mais recente diz respeito ao episódio chamado pela imprensa nacional de Micareta Picareta e alardeado quase que diariamente por deputados de oposição na assembleia. “Recentemente o Supremo Tribunal Federal julgou o caso e absolveu o governador Marcelo Déda com um placar de 7 a 0 entre os ministros”, lembrou Gualberto.\nA tal micareta picareta teria acontecido em 2006, quando o então prefeito de Aracaju, Marcelo Déda (PT), promoveu shows artísticos com cantores de projeção nacional durante inaugurações de importantes equipamentos públicos. Para a oposição, Déda havia desviado dinheiro público para animar sua campanha a governador, entendimento que não foi acolhido pelos ministros do STF. “Por essas e outras a oposição fica cada vez mais desmoralizada em Sergipe”, aponta Gualberto.\nE para mostrar que as ‘denúncias’ da oposição não têm mesmo fundamento, o deputado Francisco Gualberto também levou à Assembleia cópia do Diário Oficial de abril de 2006, quando o Estado era governado por João Alves Filho. O documento mostra que à época o ex-governador havia contratado o cantor Benito di Paula por R$ 138 mil para um show em praça pública. \n“Posso dizer que esse foi o verdadeiro ‘samba da corrupção’. Benito di Paulo estava fora da mídia há pelo menos duas décadas, mesmo assim João o contratou por R$ 138 mil para um show”, enfatizou o deputado. “Com todo respeito a Benito di Paula, que é um grande artista, mas há tempos o cachê dele para um show não passa de R$ 10 mil ou R$ 15 mil. Portanto, a oposição precisa tomar cuidado com o que fala”.',02-ACP
'Para Bezerra, fundações foram criadas para \'desviar dinheiro e burlar a lei\'\n    09/08/2011 12:33\n    Dilson Ramos, da Agência Alese\n    \nFoto: Maria Odília, da Agência Alese\n\n\n\n\n    O vice-líder da oposição na Assembleia Legislativa, deputado estadual Augusto Bezerra, voltou a criticar a Fundação Hospitalar de Saúde (FHS) hoje, 9, em discurso na tribuna. Tratou ainda da falta de prestação de contas do órgão ao Tribunal de Contas do Estado (TCE) e ao parlamento. O tribunal, assegurou o deputado, encaminhou as cópias de contratos que foram solicitadas, menos das fundações.\n“Pedi os contratos da Secretaria de Educação, da Emurb, da SSP, todas as pastas que estou averiguando. O Tribunal de Contas mandou todos da SSP, da Secretaria de Educação, sobre as obras da Emurb, mandou da Seplan também, todos os contratos, pois qualquer deputado que quiser ter acesso, tem, é obrigação do TCE acolher os pedidos. Todas as dispensas e inelegibilidades da Emurb, que não é pequena, menos da Fundação Hospitalar de Saúde”, lamentou. “Respeito todos os conselheiros do TCE, mas o tribunal não é um poder, poder é o Legislativo”. \n O deputado disse que não pretende debater os problemas de saúde com o assessor da fundação, Castilho, que segundo ele participa dos programas de Aracaju para discutir o tema. “Não discuto com ele sobre Saúde”, avisou. Sobre as fundações, Augusto Bezerra disse que o tribunal não respondeu sobre os contratos da FHS porque não possui em mãos. “No meu entendimento o tribunal prevaricou, porque os gestores gastaram e precisam prestar contas, dizer onde gastou”.\n \nSegundo o vice-líder da oposição, na época da aprovação das fundações, na Assembleia Legislativa, apenas  a oposição votou contra, e como as fundações são de caráter privado, agora alegam que não podem prestar contas. “É desonestidade da fundação tentar escapar de prestar contas usando esses argumentos. E o tribunal deu uma dura resposta. A fundação usa dinheiro público e por isso tem que prestar contas”, comentou o parlamentar. \nO tribunal de Contas aprovou sessão onde prevê a prestação de contas pelas fundações de Saúde, lembrou Bezerra, afirmando ainda que as fundações foram criadas “com má fé para desviar dinheiro”. De acordo com ele, a FHS desvia mais de 700 milhões de reais por ano. “É desvio e vou ter na mão o caderno com todas as dispensas (de licitação) e inelegibilidades. Como posso gastar recursos públicos e não prestar satisfação? O deputado Rogério Carvalho criou dois hospitais de mentira em Aracaju e várias clinicas de Saúde no interior, cheias de aditivos, que não resolvem nada, não têm médicos e nem remédios”, disse.  \nO deputado disse que irá hoje à tarde na sede da Ordem dos Advogados do Brasil (OAB) que possui uma ação na Justiça tentando mostrar que a criação das fundações é inconstitucional. “A fundação é o maior câncer que já existiu na Saúde, todos os erros se concentram lá”, comentou Bezerra, que mostrou vídeos com reportagens no Hospital de Urgência de Sergipe (Huse), na Maternidade Nossa Senhora de Lourdes e no Samu estadual sobre reclamações de pacientes com o atendimento. “Essa é a saúde que temos. Os equipamentos estão em má situação e onde estão os setecentos milhões de reais gastos pelas fundações”, indagou.\nO líder da oposição, deputado Venâncio Fonseca, disse que na época da votação do projeto de criação das fundações ficou claro que era uma tentativa de burlar a lei, para fazer o dinheiro público \'vazar pelo ralo\'. “E o secretário de Saúde vem através de ofício dizer que não presta contas. A intenção era essa, extrapolar o erário público e hoje a fundação está quebrada. É uma falta de respeito à Assembleia, ao Tribunal de Contas e ao erário público. Parabéns Vossa Excelência por abraçar essa causa”.\nO deputado Arnaldo Bispo também comentou o discurso de Bezerra e afirmou que o Hospital São Lucas, que é na verdade uma fundação, todos os meses recebe a visita de uma equipe de auditores de Belo Horizonte (MG) para prestar contas, “saber onde está gastando e temos uma fundação que não presta contas do dinheiro público que recebe”. Bispo lamentou que a FHS não siga esse modelo de transparência. \n    Augusto Bezerra encerrou seu pronunciamento protestando contra o fato da Assembleia ter aprovado requerimento convocando a delegada Daniele Garcia, mas sem marcar o depoimento. “Quando ela virá para esta Casa?  É uma desmoralização, pois na rua não tenho como dizer que a delegada vem. Todos os requerimentos de convocação aprovados não foram marcados, eu sinto vergonha quando alguém me aborda, porque faço parte de um poder, mas não tenho condições de dizer com a cabeça erguida por causa da subserviência do Poder Legislativo ao Executivo”.\n ',02-ACP
'Para Gualberto, discursos de Venâncio estão na contra-mão da realidade sergipana\r\n\r\n\r\nPor simples má vontade política, o deputado estadual Venâncio Fonseca (PP) vem fazendo discursos descontextualizados contra o governo do Estado na tribuna da Assembleia Legislativa. Essa é a análise feita pelo líder do governo na Casa, deputado Francisco Gualberto (PT), após ouvir mais uma série de críticas sem fundamento na sessão desta quarta-feira (14). \"O discurso de Venâncio anda na contra-mão da realidade. Sergipe está avançando e ele não quer enxergar”, afirma Gualberto. “Além da má vontade política, o discurso dele é feito em razão da pesquisa divulgada para a Prefeitura de Aracaju onde o candidato deles, João Alves, aparece na liderança. Mas eles esquecem que João é um eterno candidato. Nosso grupo sequer definiu o nome do candidato, mas alguns já aparecem com boa pontuação. E nessa análise, fica muito difícil uma vitória do candidato do DEM no próximo ano”, frisou o líder do governo. Em relação à capacidade de liberação de recursos junto ao governo federal, também criticada por Venâncio, o deputado Gualberto lembrou que somente nas duas últimas semanas foram anunciados R$ 470 milhões disponibilizados para importantes projetos. “Serão R$ 150 milhões em crédito especial do Banco do Nordeste para a agricultura familiar, além de R$ 320 para reforma e ampliação do nosso aeroporto”, disse o petista. “É importante dizer também que em função do contigenciamento do governo federal, liberar verbas de emendas não está sendo tarefa fácil para nenhum governante”. Para o deputado, ao criticar também o andamento de obras no Estado, Venâncio demonstra desconhecer por completo o território sergipano. “Ele mostrou conhecer bem a Bahia, Pernambuco e Alagoas. Mas desconhece o seu Estado, apesar de ter nascido em Boquim. Parece que foi passear nas praias do Nordeste e esqueceu de verificar as obras realizadas em Sergipe”, disse, citando obras nas áreas da saúde pública, infraestrutura e educação. “E ainda temos mais de 100 obras para inaugurar que foram iniciadas no primeiro mandato de Marcelo Déda”. Francisco Gualberto também enfatizou que esse segundo mandato do governo está melhor planejado que o primeiro. “Isso é natural. Nosso governador agora tem mais conhecimento e mais segurança no que vai planejar e executar”, garante o líder. ',02-ACP
'Paulinho Filho condena descaso com a Saúde em Laranjeiras\n    09/08/2011 12:44\n    Habacuque Villacorte, da Agência Alese\n    \n    O deputado estadual Paulinho Filho (PTdoB) ocupou a tribuna da Assembleia Legislativa, na manhã de hoje (9), para denunciar problemas na Saúde do município de Laranjeiras e cobrar posições enérgicas do Ministério Público e do Tribunal de Contas sobre o que ele entende por “caos” naquela administração. O parlamentar exibiu em plenário uma reportagem relatando supostos desmandos e denúncias de perseguição contra o atual secretário municipal de Saúde. \nFeita a exposição do vídeo-reportagem, Paulinho Filho iniciou seu pronunciamento dizendo que “episódios como os que foram externados no município de Laranjeiras revelam uma situação trágica e um verdadeiro caos administrativo. É clara a ausência no atendimento aos mais carentes pela rede de Saúde. É triste para nós ver como se encontra aquele município e dá saudade dos tempos em que a realidade era outra”, comentou. \nEm seguida, o parlamentar destacou que os nove vereadores do município de Laranjeiras apresentaram um documento pedindo a saída do secretário de Saúde. “Acho que esse rapaz (secretário) tem um dossiê contra a prefeita. Porque ele é intocável, ele não sai! Quem clama por isso são os funcionários públicos e comissionados da própria Saúde. Esses servidores fizeram um dossiê, com médico que não trabalha, com médico que era para trabalhar em um posto e trabalha em outro, além de outras mazelas. Quem ama Laranjeiras entende que o município não precisava passar por isso”. \nPaulinho Filho ainda disse que “é um município que tem uma arrecadação excelente e que tem uma renda per capita muito boa. Hoje em Laranjeiras só funcionam duas ambulâncias e precariamente. O deputado Zé Franco (PDT), quando prefeito de Socorro, fez da sua administração, com carros, ônibus e ambulâncias. Laranjeiras, nas suas proporções, também era assim. Faltam medicamentos em quase todas as farmácias básicas, as equipes de PSF não existem e olhe que se trata de verba carimbada. O Ministério da Saúde não sabe disso e o dossiê já foi entregue ao TCE”. \n“Como alguém que gosta do povo laranjeirense, fico triste com essa situação. Poucas vezes vi uma emissora de televisão destinar tanto tempo a uma reportagem. É porque a situação é muito crítica. Não conheço o secretário pessoalmente, mas falo pela sua atuação como gestor. A Saúde em Laranjeiras é precária e o povo daquela cidade merece dias melhores. A Saúde pede socorro e contra fatos não existem argumentos. Precisamos que algumas medidas sejam tomadas e preciso que algumas medidas sejam tomadas. Vamos atrás das medidas cabíveis junto ao Tribunal de Contas e ao Ministério Público Municipal”, completou Paulinho Filho.',02-ACP
'Secretário expõe realidade da Saúde de Sergipe na Assembleia Legislativa\n     O secretário de Estado da Saúde, Antônio Carlos Guimarães, apresentou até meados da tarde desta quinta-feira (20), aos membros da Comissão de Saúde, Higiene, Assistência e Previdência Social da Assembleia Legislativa, um resumo da realidade em que se encontra a Saúde Pública de Sergipe. Em sua exposição, o gestor apresentou vários dados sobre os contratos firmados pela Secretaria e pelas Fundações, seja através de processos licitatórios, de inexibilidade e por dispensa de licitação. \nA participação do secretário da Saúde na comissão atende a um dispositivo constitucional que prevê a prestação de contas ao Parlamento estadual. De acordo com a lei 12.438/11, em seu artigo 12, o gestor do Sistema Único de Saúde, em cada esfera de governo, apresentará, trimestralmente, ao conselho de saúde correspondente e, respectivamente, em audiência pública, às Câmaras de Vereadores, às Assembleias Legislativas e às duas Casas do Congresso Nacional, relatório circunstanciado referente a sua atuação naquele período.\nntônio Guimarães fez sua exposição e, em seguida, ouviu e respondeu aos questionamentos dos deputados estaduais presentes na Comissão, da situação e da oposição. O gestor fez uma avaliação positiva do debate. “Eu creio que tivemos uma participação positiva com as presenças de vários deputados, pudemos fazer a interlocução com os parlamentares e expusemos nossa realidade. A idéia é que possamos vir aqui, a cada três meses, para prestar contas, mostrando o número de funcionários, de recursos, a produção e a expansão da rede, ou seja, mostrar tudo aquilo que está acontecendo efetivamente no SUS”. \nEm seguida, o secretário expôs para os deputados que “não tenho preocupação alguma com os contratos que foram feitos porque sabemos da lisura com que eles foram licitados. Naquilo que não soubemos responder, nos comprometemos e trazer em breve as informações. Existem problemas na Saúde e nós os conhecemos, mas isso não é motivo para a gente desqualificar todo o sistema. Diferente do que é muito colocado por aí, não é verdade que os problemas da Saúde de Sergipe só aumentam. Ao menos não é isso que nos mostram os indicadores epidemiológicos, a taxa de mortalidade infantil tem caído e temos resultados positivos quanto à sobrevida nos pronto-socorros, em especial no Huse”. \nO secretário disse ainda que “nós temos problemas na ordem de conforto, de espaço e de superlotação no Huse, em especial. Temos porque sofremos com uma rede estrangulada no interior. Agora, mais do que isso, temos uma estratégia para superar isso. Eu convido a todos para fazer uma visita aos hospitais do interior para que a gente possa vislumbrar, no futuro em curto prazo, que esse problema da superlotação estará equacionado”. \nAntônio Guimarães também confirmou que, em sua opinião, o atendimento do Hospital de Urgência de Sergipe é mais qualificado do que o serviço prestado em qualquer hospital da rede privada no Estado. “Não sou quem diz isso! Qualquer usuário do Huse que necessite de um atendimento de otorrino, por conta de um sangramento nasal, às altas horas da noite, ele vai ser atendido onde? No Huse. Não tem em Sergipe outro serviço público ou privado que dê conta desse atendimento. Temos 36 especialistas de plantão a disposição da população do Huse”. \n“Em termos de parque tecnológico não tem hospital que se compare, assim como em termos de pessoal qualificado. Muitos profissionais que trabalham com a gente, também trabalham no setor privado. Nenhum hospital privado tem UTI que tenha fisioterapeuta trabalhando 24 horas como nós temos lá. Eu digo e repito: se algum dia eu tiver que se atendido em um hospital de urgência, eu quero ser atendido no Huse. Eu confio nele”, completou o secretário.',02-ACP
